DATE-XVALUE|TIME-XVALUE|CLOSE_OUTPUT_INPUT-YVALUE|StochK|StochD|WilliamsR|MACD_INPUT|MovingAverage|RSI_INPUT
20130214|0400|1.03499000|51.5082527034728912|57.7894533092636210|-39.8148148148135946|0.0009846234262743|1.0352579999999980|55.6539497617489048
20130214|0500|1.03494000|46.5599051008308038|54.0462705731193509|-40.7407407407415008|0.0009005326263767|1.0352879999999982|55.3313397510499101
20130214|0600|1.03502000|42.0317460317472609|50.0414290593286566|-39.2592592592584993|0.0008307688073530|1.0353919999999981|55.7730862823848100
20130214|0700|1.03462000|36.8197879858671442|45.6342153681748216|-46.6666666666652930|0.0007347342618804|1.0354139999999981|52.9532892393924186
20130214|0800|1.03502000|30.1857585139336209|40.4847297500944238|-39.2592592592584993|0.0006830293130129|1.0352389999999980|55.3825949166613398
20130214|0900|1.03563000|35.2791878172603291|38.7495491058163992|-30.1999999999986493|0.0006833968965154|1.0352409999999979|58.8704718581655086
20130214|1000|1.03514000|41.1042944785278195|39.5344642300535440|-49.8753117207002036|0.0006368085713788|1.0352119999999980|55.1415221655207759
20130214|1100|1.03290000|33.0702446724534838|37.3797243775201906|-96.5831435079754926|0.0004143612104157|1.0349509999999980|42.0338677486186043
20130214|1200|1.03382000|35.6801093643180424|36.8131860397861460|-72.1739130434790184|0.0003087473383174|1.0348039999999981|47.5486388083061230
20130214|1300|1.03347000|31.6276202219457190|35.0846641005060036|-79.7826086956546022|0.0001945627110231|1.0345549999999979|45.7648236185455062
20130214|1400|1.03482000|32.6923076923055902|34.2872119644392015|-50.4347826086936806|0.0002105768895131|1.0345379999999980|53.0770187700463012
20130214|1500|1.03510000|37.6175548589320386|35.3973262626034853|-44.3478260869580297|0.0002430600562560|1.0345539999999978|54.4487712667782802
20130214|1600|1.03574000|52.9715762273889582|41.2554095841986453|-30.4347826086927143|0.0003167940466526|1.0346259999999981|57.5066335805312292
20130214|1700|1.03472000|57.8619615983389934|46.7909269222454328|-52.6086956521717326|0.0002895851326139|1.0346359999999979|51.5653451036401976
20130214|1800|1.03437000|62.7931214174053736|52.1249917539654177|-60.2173913043473235|0.0002370472639783|1.0345709999999979|49.6690702685931954
20130214|1900|1.03374000|57.4045002616439959|53.8848279231916152|-71.6312056737564404|0.0001429273126090|1.0343819999999979|46.3639947340038461
20130214|2000|1.03483000|54.2056074766368425|53.9917544410066910|-40.8268733850160360|0.0001545093756377|1.0343509999999978|52.2804590282655681
20130214|2100|1.03577000|52.4030110017387330|53.4621732945840478|-16.5374677002575546|0.0002368086059232|1.0346379999999980|56.7148204335563904
20130214|2200|1.03568000|55.7317073170741750|54.2186846354140926|-18.8630490956101262|0.0002914098990994|1.0348239999999977|56.1765638644868588
20130214|2300|1.03627000|62.3161764705892481|56.9178485804724800|-18.5589519650657664|0.0003779333065839|1.0351039999999978|58.9284357226994046
20130215|0000|1.03472000|63.3004926108382193|59.0453965905943932|-52.4017467248895841|0.0003177686451363|1.0350939999999977|50.0386423312730315
20130215|0100|1.03438000|57.6470588235310260|58.5792840015732708|-59.8253275109158906|0.0002398872876472|1.0350219999999979|48.3167868312648423
20130215|0200|1.03542000|53.0405405405416275|56.7330361812293944|-37.1179039301315328|0.0002590983347697|1.0349899999999979|53.5787425655073052
20130215|0300|1.03573000|50.1919912232596133|54.5526878619061364|-30.3493449781658029|0.0002959263821189|1.0350909999999978|55.0478750063707807
20130215|0400|1.03624000|46.9653998865579538|52.0235918701234112|-23.2365145228215582|0.0003620916456304|1.0352779999999977|57.4345560388172274
20130215|0500|1.03641000|53.6112742219614162|52.5528193207360844|-19.7095435684646746|0.0004233653803403|1.0355449999999977|58.2306517467309633
20130215|0600|1.03627000|61.9598295800358514|55.6884894071693424|-22.6141078838179440|0.0004553790997814|1.0356889999999979|57.2805306846149662
20130215|0700|1.03539000|58.8123815540103082|56.7297867894496620|-40.8713692946059838|0.0004050721380926|1.0356509999999979|51.5831590379012398
20130215|0800|1.03657000|61.9292604501591626|58.4629446763528336|-16.3900414937771935|0.0004551726992983|1.0357399999999979|57.6639720003512366
20130215|0900|1.03585000|59.2640413169764458|58.7299768898940400|-37.9396984924644868|0.0004318022250371|1.0356979999999978|53.2678892749205631
20130215|1000|1.03532000|50.0674763832632976|55.8424767210171282|-51.2562814070350044|0.0003662919990488|1.0357579999999980|50.2321061228684585
20130215|1100|1.03554000|44.3150684931476420|52.0000073117273018|-46.0759493670911269|0.0003283419131712|1.0358739999999977|51.4685100541511958
20130215|1200|1.03461000|39.4699140401124140|47.8233095545223392|-69.6202531645556064|0.0002206791175330|1.0357929999999977|46.2389621701971550
20130215|1300|1.03353000|24.8125426039527960|40.1530539043324950|-89.4859813084099330|0.0000476592164771|1.0355729999999979|41.0257588735315863
20130215|1400|1.03198000|15.6542056074756104|31.9867711387135358|-90.2684563758421774|-0.0002120875346805|1.0351469999999978|34.9376441626859418
20130215|1500|1.03235000|16.0059464816645267|26.6598295863638662|-84.0604026845635559|-0.0003836602025711|1.0347409999999979|37.3284873377409170
20130215|1600|1.03030000|11.6269515201312094|21.6488702309529836|-91.3324708926268159|-0.0006772438004616|1.0341439999999980|30.6157072197471366
20130215|1700|1.03021000|11.4539007092194840|18.2505470570418211|-92.4967658473476888|-0.0009067210489464|1.0336259999999979|30.3575984420496497
20130215|1800|1.02999000|10.8978529603116190|15.7996490247984216|-92.8211586901768868|-0.0010937277701357|1.0329679999999981|29.6984887720016674
20130215|1900|1.03057000|12.4999999999999112|14.6997660165322516|-85.5163727959700708|-0.0011815110671345|1.0324399999999980|33.7804289055701616
20130215|2000|1.02907000|10.6449592986846042|13.3481637772497024|-95.0688073394503732|-0.0013564807605990|1.0318149999999977|29.0780725791851182
20130215|2100|1.02986000|13.2505870513247644|13.3156382019413897|-86.0091743119267136|-0.0014150868650444|1.0312469999999978|34.2678499641012451
20130215|2200|1.03070000|19.7096188747725272|15.4469650928851028|-76.3761467889915622|-0.0013778684355923|1.0308559999999978|39.3498747589687739
20130217|2300|1.02807000|19.0919674039574794|16.6619658632425640|-99.3582887700540170|-0.0015428070628241|1.0303099999999976|31.2130301923799039
20130218|0000|1.02961000|24.3207712532855425|19.2149009932568902|-81.3221406086056078|-0.0015316016333011|1.0300729999999976|39.1478690663000677
20130218|0100|1.02837000|28.4279256654941009|22.2859092173359628|-94.0463065049615210|-0.0016042856798768|1.0296749999999977|35.5880958342850420
20130218|0200|1.02875000|29.6316657504119690|24.7344947283612982|-89.5604395604393630|-0.0016126360220099|1.0295199999999976|37.4647560577351584
20130218|0300|1.02852000|23.3833718244806157|24.2841204270677409|-92.0879120879113913|-0.0016191482727184|1.0293509999999977|36.7665220724945812
20130218|0400|1.02858000|31.6819571865452332|26.7500660135602396|-87.4868559411142428|-0.0016010123064900|1.0292099999999977|37.0958778438777728
20130218|0500|1.02865000|27.7546158427651620|27.0849159566285493|-86.4370290635087599|-0.0015629740160663|1.0290179999999975|37.5048521101814388
20130218|0600|1.02944000|37.7832210655247566|30.6510176595939542|-76.0793465577608714|-0.0014523403239559|1.0290549999999976|42.0815040592096139
20130218|0700|1.02973000|47.7272727272739062|36.3431026821539405|-72.1096543504167187|-0.0013259767153342|1.0290419999999978|43.7111000120970274
20130218|0800|1.02924000|55.8483290488430484|42.8448448043836408|-77.3006134969333232|-0.0012509513613961|1.0288959999999978|41.5822110701213462
20130218|0900|1.02958000|65.1647612642891403|50.2848169576854787|-70.1227830832210515|-0.0011507924503460|1.0290469999999978|43.6336049283856084
20130218|1000|1.02865000|68.3356840620571120|56.3017726591426993|-79.5786061588324572|-0.0011333939593483|1.0289509999999980|39.5432157146355082
20130218|1100|1.02956000|68.1723419040986158|60.2586290741280095|-59.2105263157893091|-0.0010342538999131|1.0290699999999977|44.9784638745291616
20130218|1200|1.03048000|69.5532646048100674|63.3568409176887002|-40.5769230769208918|-0.0008714033815531|1.0292429999999979|49.8839524179761540
