DATE-XVALUE|TIME-XVALUE|CLOSE_INPUT_OUTPUT-YVALUE|StochK-INPUT|StochD-INPUT|WilliamsR-INPUT
20130201|0020|1.35868000|76.7441860465052486|70.0310273379704142|-17.5257731958761696
20130201|0030|1.35870000|74.1399762752013771|71.4006769837140780|-17.5824175824214706
20130201|0040|1.35954000|79.4359576968220438|74.0791038880834094|-0.4255319148963913
20130201|0050|1.36105000|83.1730769230762377|77.1104282330810236|-13.0925507900634663
20130201|0100|1.36011000|76.8781302170290816|77.0329955610637143|-34.3115124153496254
20130201|0110|1.36052000|74.3292240754173861|76.1317383991816144|-25.0564334085769964
20130201|0120|1.36094000|75.0637755102055593|75.7757507695229436|-15.5756207674913690
20130201|0130|1.36121000|74.6031746031768820|75.3848920474075897|-9.4808126410806128
20130201|0140|1.36098000|73.3130699088166154|74.6942846678772696|-14.6726862302444038
20130201|0150|1.36104000|78.3750000000028706|75.9211897785858128|-13.3182844243764613
20130201|0200|1.36101000|79.7821647379209510|77.2081814316975397|-13.9954853273104316
20130201|0210|1.36142000|81.7832436587283240|78.7332021740411392|-4.7404063205378010
20130201|0220|1.36154000|77.8523489932915710|78.4395844471246164|-13.7176938369794660
20130201|0230|1.36113000|70.8765315739879612|75.9185668227457314|-22.9166666666681138
20130201|0240|1.36137000|64.6315789473683538|72.1562375309532769|-18.7363834422672184
20130201|0250|1.36102000|57.2972972972945343|67.2032574530670388|-26.4192139738023535
20130201|0300|1.36060000|42.2105263157865949|58.8723470739735576|-37.8190255220419190
20130201|0310|1.36072000|31.4130434782580110|49.7192458754017110|-37.7500000000030270
20130201|0320|1.36068000|26.2008733624417296|41.8797883710817160|-38.7500000000040218
20130201|0330|1.36058000|17.2149122806996502|33.6581630076210274|-42.6356589147264132
20130201|0340|1.36039000|12.5727590221182482|26.6296950124534392|-48.0417754569207247
20130201|0350|1.36054000|14.5363408521307722|22.5985769590125544|-45.0666666666668121
20130201|0400|1.36079000|18.6648501362407374|21.2873346847552831|-40.5633802816938386
20130201|0410|1.36074000|25.0778816199425272|22.5508503298176990|-55.3903345724887118
20130201|0420|1.36070000|35.4359925788552559|26.8458977461635514|-66.2337662337666018
20130201|0430|1.36046000|40.8247422680475510|31.5055125867915536|-82.7102803738328874
20130201|0440|1.36068000|48.2915717539902758|37.1008656425244610|-78.2828282828328099
20130201|0450|1.36073000|52.0202020202097799|42.0739777684195673|-75.7575757575750828
20130201|0500|1.36105000|60.2067183462603381|48.1182246276998313|-59.5959595959547244
20130201|0510|1.36160000|64.5748987854263562|53.6037826802753444|-31.8181818181869148
20130201|0520|1.36173000|73.5440931780372438|60.2505528461959799|-25.2525252525212878
20130201|0530|1.36192000|78.7114845938384492|66.4041967620768077|-15.6565656565665634
20130201|0540|1.36238000|77.6584317937696228|70.1556084393077413|-28.5234899328866548
20130201|0550|1.36223000|73.3856893542758258|71.2323020776304361|-33.5570469798622710
20130201|0600|1.36230000|72.5318471337598966|71.6654837630069324|-31.2080536912711679
20130201|0610|1.36294000|75.5490483162538028|72.9600052807558938|-9.7315436241578226
20130201|0620|1.36241000|72.3525230987944497|72.7575112201020886|-27.5167785234840814
20130201|0630|1.36210000|68.3851402577733723|71.3000542326591926|-37.9194630872510742
20130201|0640|1.36219000|64.4725738396648752|69.0242274349944296|-34.8993288590582510
20130201|0650|1.36174000|54.8295454545467464|64.2926667748452019|-50.0000000000000000
20130201|0700|1.36240000|43.2138979370262817|57.2664104955722309|-27.8523489932849416
20130201|0710|1.36214000|36.1601884570109604|50.2310031493851455|-37.0748299319671659
20130201|0720|1.36184000|30.1745635910268995|43.5455232965990718|-47.2789115646268528
20130201|0730|1.36203000|29.9101412066806276|39.0003959332929284|-40.8163265306085492
20130201|0740|1.36209000|38.3522727272797894|38.7843548646218822|-38.7755102040796302
20130201|0750|1.36182000|33.3858267716620390|36.9848455003019368|-47.9591836734673080
20130201|0800|1.36309000|48.3464566929202278|40.7720492311747052|-4.7619047618982880
20130201|0810|1.36326000|63.3286318758860887|48.2909101127451663|-17.5000000000033928
20130201|0820|1.36273000|63.8432364096104480|53.4750188783669246|-32.2222222222231807
20130201|0830|1.36274000|60.4347826086979794|55.7949401218106118|-38.7205387205392740
20130201|0840|1.36255000|58.6272640610113314|56.7390481015441850|-49.2647058823563029
20130201|0850|1.36266000|50.3155996393147476|54.5978986141343726|-52.7896995708144702
20130201|0900|1.36265000|44.1095890410961999|51.1017954231216578|-53.2188841201734704
20130201|0910|1.36234000|40.5479452054809784|47.5838453505747694|-66.5236051502073168
20130201|0920|1.36176000|32.4007220216626095|42.5228042409373900|-91.4163090128675578
20130201|0930|1.36111000|27.8404163052926634|37.6286749290558192|-85.5384615384623430
20130201|0940|1.36158000|26.9198312236299700|34.0590603605805384|-71.0769230769246718
20130201|0950|1.36499000|45.2920962199310466|37.8034056470307150|-11.0429447852801683
20130201|1000|1.36482000|58.5887796414096798|44.7318636451570342|-15.2129817444228568
20130201|1010|1.36470000|70.3517587939683722|53.2718286947608135|-17.6470588235283508
20130201|1020|1.36493000|80.3064443442980434|62.2833672446065592|-12.9817444219064840
20130201|1030|1.36642000|87.4228395061716839|70.6631913317949342|-7.3717948717968796
20130201|1040|1.36650000|88.0830903790089366|76.4698243475329350|-8.5803432137261328
20130201|1050|1.36684000|89.2819979188350743|80.7405488713003194|-8.4194977843421608
20130201|1100|1.36672000|90.2250587840107983|83.9020521755371504|-10.1920236336792503
20130201|1110|1.36669000|89.2908309455585396|85.6983117655442754|-10.6351550960127028
20130201|1120|1.36706000|88.3683360258481088|86.5883198523122246|-5.1698670605624138
20130201|1130|1.36671000|85.7075471698099278|86.2947289581448018|-10.3397341211248275
20130201|1140|1.36635000|79.7235023041451428|84.1043200734782488|-15.6573116691295394
20130201|1150|1.36639000|70.2242846094329423|79.4776415854631466|-15.0664697193505095
20130201|1200|1.36478000|57.3649148778671148|72.1067326829311384|-38.8478581979310534
20130201|1210|1.36450000|40.9510290986514392|61.7214981548379100|-42.9837518463809900
20130201|1220|1.36447000|29.3441514536863331|50.9290492544540570|-43.4268833087144373
20130201|1230|1.36555000|29.7604035308971220|43.8728340132684168|-27.4741506646970244
20130201|1240|1.36507000|31.2743461324442791|39.6733380529937066|-34.5642540620388274
20130201|1250|1.36373000|25.9762308998306430|35.1076356686060223|-54.3574593796182981
20130201|1300|1.36453000|27.1990740740746411|32.4714484704288964|-45.5696202531637128
20130201|1310|1.36426000|27.5966183574884490|30.8465050994487484|-53.6626916524695688
20130201|1320|1.36443000|23.5647530040063558|28.4192544009679509|-79.6791443850246424
20130201|1330|1.36471000|24.2537313432857644|27.0307467150738887|-72.1925133689804710
20130201|1340|1.36534000|40.9658617818514372|31.6757850706664074|-55.3475935828870007
20130201|1350|1.36547000|53.9594843462269936|39.1036848291866050|-51.8716577540110464
20130201|1400|1.36511000|66.1083743842386440|48.1052480142039514|-61.4973262032064626
20130201|1410|1.36408000|61.7475728155350154|52.6526896146476418|-89.0374331550798672
20130201|1420|1.36363000|52.4816176470596788|52.5956656254516588|-90.6474820143858012
20130201|1430|1.36642000|57.7599999999999696|54.3171104169677648|-21.6748768472906940
20130201|1440|1.36651000|61.0681658468013779|56.5674622269123120|-19.4581280788196480
20130201|1450|1.36561000|60.2756892230558279|57.8035378922934910|-41.6256157635465272
20130201|1500|1.36438000|58.5076314301843396|58.0382357382571144|-70.3896103896135088
20130201|1510|1.36179000|50.7981220657256146|55.6248645140799454|-86.0389610389600676
20130201|1520|1.36268000|39.3380812735639936|50.1959367672412995|-71.5909090909075730
20130201|1530|1.36063000|25.3392005867253119|41.9103580404026416|-89.1034482758614246
20130201|1540|1.35949000|14.6357188910383816|32.8188116572812234|-100.0000000000000000
20130201|1550|1.35971000|12.7939529675254846|26.1438587606959772|-86.3157894736855553
20130201|1600|1.36209000|19.3136472466080243|23.8671215893333298|-58.4795321637436488
20130201|1610|1.36348000|27.0025839793276496|24.9122757193314400|-42.2222222222232588
20130201|1620|1.36413000|39.5487551867214506|29.7911022084614460|-34.6198830409363012
20130201|1630|1.36483000|56.5799842395581010|38.7207295521603356|-26.4327485380132821
20130201|1640|1.36776000|75.2926208651400373|50.9113599898202410|-5.7259713701421236
20130201|1650|1.36945000|87.1051390853373277|62.9759530216592722|-2.1524663677131670
20130201|1700|1.36899000|91.7062634989199098|72.5527231807461562|-6.2780269058309006
20130201|1710|1.37044000|94.3828960155484964|79.8294474590136076|-4.5709703287905556
20130201|1720|1.36922000|92.7998507741085206|84.1529152307119119|-14.3544506816373936
20130201|1730|1.36989000|91.4007782101157034|86.5688695571798520|-8.9815557337611196
20130201|1740|1.36927000|87.4867892623112056|86.8748427922236460|-13.9534883720936448
20130201|1750|1.36901000|83.0952938421905714|85.6149931422126258|-16.0384923817161571
20130201|1800|1.36829000|72.1875927574942153|81.1391930139731699|-21.8123496391343998
20130201|1810|1.36790000|61.9572953736657866|74.7452271338707136|-24.9398556535681700
