DATE-XVALUE|TIME-XVALUE|CLOSE_INPUT_OUTPUT-YVALUE|StochK-INPUT|StochD-INPUT|WilliamsR-INPUT
20121206|1300|1.30762000|75.1383995973819481|60.2715686688216721|-27.6507276507288680
20121206|1400|1.30335000|58.6297760210793798|59.7243044529075746|-87.2274143302175844
20121206|1500|1.30033000|36.4864864864860366|51.9783651307670666|-96.7213114754091522
20121206|1600|1.29835000|21.7896571760603948|41.9154624791981832|-93.3394160583931267
20121206|1700|1.29660000|13.8255349165296302|32.5521532916420000|-95.4581673306776396
20121206|1800|1.29537000|5.2141887962788891|23.4394984598542991|-97.8518518518509524
20121206|1900|1.29555000|4.1582150101421824|17.0124039766169268|-95.6681350954488324
20121206|2000|1.29627000|5.4505700452912570|13.1584593328417050|-90.3817914831136165
20121206|2100|1.29687000|7.0257258913791834|11.1142148523541984|-85.9765051395017536
20121206|2200|1.29688000|9.5905687430296886|10.6063328159126958|-85.9030837004410728
20121206|2300|1.29568000|11.7829740591879394|10.9985465636711108|-94.7136563876664184
20121207|0000|1.29606000|15.5114776019601504|12.5028569097674592|-91.9236417033782516
20121207|0100|1.29648000|21.2318625999395288|15.4125254731581514|-88.8399412628489814
20121207|0200|1.29689000|31.7579505300334688|20.8610004921165918|-85.8296622613820120
20121207|0300|1.29677000|42.7660930528983272|28.1626980123771702|-86.7107195301037308
20121207|0400|1.29668000|60.0000000000000000|38.7751320082514468|-87.3715124816450271
20121207|0500|1.29679000|74.1188318227624308|50.5563652797551130|-86.5638766519823548
20121207|0600|1.29567000|64.2094017094035792|55.1073774229712683|-94.7870778267270994
20121207|0700|1.29592000|52.9670329670342852|54.3939292709922740|-92.9515418502213464
20121207|0800|1.29358000|35.6152512998250756|48.1343699472698816|-95.3591862682778384
20121207|0900|1.29278000|25.8212877792366734|40.6966758912588206|-93.9686369119414450
20121207|1000|1.29379000|25.1968503936991617|35.5300673920722688|-87.0890615660493097
20121207|1100|1.29256000|24.5691559876259404|31.8764302572568284|-92.3645320197053650
20121207|1200|1.29281000|23.7657864523527636|29.1728823222888067|-84.5726970033295374
20121207|1300|1.29052000|21.8782249741996574|26.7413298729257606|-90.2976846747521620
20121207|1400|1.29048000|25.4708243284959330|26.3178280247824859|-70.1137538779727123
20121207|1500|1.29008000|24.1282339707537190|25.5879633401062350|-74.1701244813263827
20121207|1600|1.29268000|34.5351043643268270|28.5703436815131014|-47.1991701244802187
20121207|1700|1.29407000|45.8590534979429592|34.3332469536563849|-32.7800829875505358
20121207|1800|1.29393000|59.5652173913051400|42.7439037662059746|-34.2323651452272060
20121207|1900|1.29292000|67.9429627673625732|51.1435900999248432|-44.7095435684634026
20121207|2000|1.29253000|76.9104803493447520|59.7325535163981556|-48.5416666666675312
20121207|2100|1.29292000|75.7866666666663350|65.0839245664875534|-44.4791666666663802
20121207|2200|1.29225000|69.6969696969695748|66.6216062766482366|-51.4583333333324688
20121209|2300|1.28914000|55.0558579203663570|62.7663568245542792|-83.8541666666673820
20121210|0000|1.29055000|46.6469719350070804|57.3932285280385486|-68.3422459893039189
20121210|0100|1.29101000|40.8725247524749166|51.8863272695173380|-63.3832976445403347
20121210|0200|1.29111000|34.3407505812014762|46.0378017067453911|-62.2722400857455014
20121210|0300|1.29055000|31.8977591036405990|41.3244541723771306|-66.0939289805257033
20121210|0400|1.28968000|36.4425981873103240|39.6971688440215332|-76.0595647193591304
20121210|0500|1.28958000|35.5737704918019020|38.3227027266149918|-73.4666666666677344
20121210|0600|1.29021000|37.0474847202622684|37.8976300578307530|-65.0666666666660660
20121210|0700|1.29055000|37.3638344226578170|37.7196981794397744|-60.5333333333326778
20121210|0800|1.28943000|34.7517730496450740|36.7303898028415432|-75.4666666666660150
20121210|0900|1.29075000|45.1880178457619479|39.5495991504816828|-57.8666666666663262
20121210|1000|1.28967000|50.6224066390051490|43.2405349799895049|-72.2666666666658131
20121210|1100|1.29082000|54.7118644067803430|47.0643114555864486|-64.8936170212762420
20121210|1200|1.29087000|57.0793650793648624|50.4026626635125865|-64.1337386018251294
20121210|1300|1.29157000|68.9164086687307104|56.5739113319186302|-53.4954407294825458
20121210|1400|1.29357000|75.0807319698594000|62.7428515445655536|-17.1849427168610021
20121210|1500|1.29369000|85.0449597728344884|70.1768876206552079|-8.8028169014076242
20121210|1600|1.29248000|82.3144104803496077|74.2227285738866840|-30.1056338028152482
20121210|1700|1.29280000|81.6445182724255432|76.6966584733996370|-24.4718309859159326
20121210|1800|1.29362000|81.4902893380895108|78.2945354282962569|-10.0352112676050833
20121210|1900|1.29327000|78.4230606189066748|78.3373771584997343|-16.1971830985923759
20121210|2000|1.29372000|76.8208886852957278|77.8318810007650654|-8.2746478873235585
20121210|2100|1.29413000|81.7813765182190906|79.1483795065830691|-4.2589437819398484
20121210|2200|1.29402000|84.3448667044813476|80.8805419058824954|-9.0759075907599769
20121210|2300|1.29395000|81.9059884095296126|81.2223574070982011|-10.2310231023113794
20121211|0000|1.29361000|79.7008547008539950|80.7151898383501418|-15.8415841584171472
20121211|0100|1.29379000|72.4481327800823181|77.9595041522608768|-15.1125401929253567
20121211|0200|1.29349000|60.6751824817501912|72.1980635954239745|-19.9356913183268390
20121211|0300|1.29369000|53.2619279454710579|65.8860183787730024|-16.7202572347258496
20121211|0400|1.29332000|42.7840327533266774|58.1853565036242344|-22.6688102893880342
20121211|0500|1.29490000|45.1643192488268497|53.8450107520251110|-17.7419354838731210
