DATE-XVALUE|TIME-XVALUE|CLOSE_INPUT_OUTPUT-YVALUE|StochK-INPUT|StochD-INPUT|WilliamsR-INPUT
20130115|0900|1.05524000|72.1385542168697072|59.7941990693281654|-18.3006535947746549
20130115|0910|1.05541000|75.8064516129019666|65.1316165838527752|-7.1895424836635451
20130115|0920|1.05614000|80.3341902313623706|70.1991411330226356|-10.4166666666610777
20130115|0930|1.05639000|89.6205357142847276|76.6729393267766710|-8.3969465648894417
20130115|0940|1.05587000|84.2209072978299815|79.1889286504611079|-28.2442748091581706
20130115|0950|1.05656000|86.9409660107332626|81.7729411038851596|-5.1660516605176934
20130115|1000|1.05636000|85.1485148514848334|82.8981323530850602|-15.9574468085125644
20130115|1010|1.05585000|78.7107718405407866|81.5023455155703118|-34.0425531914913719
20130115|1020|1.05551000|67.9464285714263952|76.9837065341890110|-46.0992907801439102
20130115|1030|1.05542000|58.4720861900067206|70.8131664194615810|-49.2907801418432712
20130115|1040|1.05582000|43.8189845474575322|61.8151057954602408|-35.1063829787244899
20130115|1050|1.05563000|28.5889570552117292|50.7397228820440702|-41.8439716312035516
20130115|1100|1.05550000|19.2408376963335783|40.2400944868072443|-46.4539007092163700
20130115|1110|1.05542000|12.6917712691768384|31.0573200809304453|-49.2907801418432712
20130115|1120|1.05501000|11.3924050632909015|24.5023484083839342|-67.1641791044781087
20130115|1130|1.05470000|7.1526822558468792|18.7191263575382508|-78.7313432835837262
20130115|1140|1.05500000|11.8265440210234836|16.4215989120333319|-67.5373134328387580
20130115|1150|1.05494000|17.3076923076889138|16.7169633772518616|-69.7761194029860974
20130115|1200|1.05480000|21.7772215269041710|18.4037160938026325|-75.0000000000020748
20130115|1210|1.05484000|27.9187817258828304|21.5754046378293652|-81.0699588477400113
20130115|1220|1.05486000|33.6870026525124118|25.6126039760570486|-80.2469135802540166
20130115|1230|1.05502000|36.9408369408308488|29.3886816309816510|-73.6625514403295512
20130115|1240|1.05515000|43.8291139240450036|34.2021590620027709|-68.3127572016477842
20130115|1250|1.05552000|59.2529711375162975|42.5524297538406132|-53.0864197530884496
